"4,000","20,000","8,000","20,000","2,000","0,000","0,000","0,000","0,000","10,000","6,000","0,000","8,000","10,000","6,000","0,000","2,000","10,000","0,000","10,000"
"4,000","10,000","0,000","10,000","6,000","0,000","0,000","10,000","6,000","20,000","6,000","0,000","6,000","10,000","4,000","20,000","8,000","30,000","4,000","10,000"
"-2,000","10,000","0,000","10,000","0,000","10,000","2,000","0,000","4,000","30,000","6,000","0,000","0,000","10,000","-2,000","10,000","0,000","20,000","4,000","0,000"
"0,000","0,000","4,000","10,000","4,000","10,000","4,000","20,000","-4,000","0,000","-2,000","0,000","-2,000","0,000","2,000","30,000","-4,000","0,000","-4,000","0,000"
"-2,000","10,000","2,000","-10,000","4,000","0,000","2,000","0,000","2,000","0,000","-4,000","0,000","-4,000","0,000","0,000","-10,000","-2,000","0,000","2,000","-900,000"
"-4,000","0,000","2,000","-180,000","2,000","-700,000","-4,000","0,000","2,000","-50,000","4,000","-790,000","2,000","10,000","-4,000","-30,000","-4,000","-190,000","-4,000","0,000"
"0,000","0,000","-2,000","10,000","-4,000","0,000","-4,000","10,000","4,000","10,000","0,000","10,000","0,000","20,000","-6,000","10,000","-4,000","20,000","-2,000","20,000"
"-2,000","10,000","2,000","20,000","0,000","30,000","-4,000","10,000","0,000","10,000","2,000","10,000","2,000","30,000","-6,000","10,000","-2,000","20,000","0,000","10,000"
"-2,000","20,000","-4,000","10,000","-2,000","10,000","0,000","20,000","4,000","10,000","0,000","30,000","2,000","10,000","2,000","0,000","0,000","20,000","0,000","20,000"
"2,000","10,000","4,000","0,000","2,000","20,000","-2,000","10,000","2,000","10,000","2,000","10,000","-4,000","0,000","0,000","30,000","2,000","0,000","-2,000","20,000"
"-4,000","20,000","0,000","10,000","2,000","20,000","-4,000","10,000","-4,000","10,000","2,000","0,000","2,000","20,000","-4,000","0,000","-6,000","0,000","-4,000","20,000"
"2,000","20,000","-4,000","10,000","-2,000","10,000","-4,000","10,000","-2,000","30,000","2,000","10,000","2,000","20,000","0,000","20,000","-4,000","10,000","-4,000","0,000"
"0,000","30,000","0,000","0,000","-4,000","10,000","0,000","10,000","0,000","-10,000","-4,000","0,000","-4,000","10,000","-8,000","0,000","2,000","10,000","-6,000","0,000"
"-4,000","20,000","0,000","20,000","2,000","10,000","-2,000","0,000","-4,000","20,000","0,000","10,000","0,000","10,000","-4,000","20,000","-2,000","20,000","-6,000","0,000"
"-6,000","20,000","0,000","30,000","2,000","30,000","-2,000","20,000","-4,000","10,000","-6,000","10,000","0,000","10,000","-6,000","10,000","0,000","20,000","-6,000","10,000"
"-6,000","10,000","-8,000","0,000","-4,000","0,000","-4,000","10,000","0,000","10,000","-6,000","10,000","-2,000","10,000","0,000","0,000","-6,000","0,000","0,000","10,000"
"4,000","20,000","-4,000","20,000","-6,000","10,000","0,000","0,000","-6,000","0,000","-4,000","20,000","-2,000","20,000","-4,000","20,000","-8,000","10,000","-2,000","0,000"
"-6,000","10,000","0,000","20,000","0,000","10,000","-8,000","0,000","-6,000","0,000","4,000","-10,000","0,000","20,000","2,000","10,000","2,000","20,000","-6,000","10,000"
"0,000","10,000","-6,000","-20,000","-4,000","-150,000","6,000","30,000","0,000","-20,000","-2,000","10,000","4,000","10,000","2,000","-120,000","-4,000","-10,000","4,000","20,000"
"0,000","10,000","4,000","20,000","4,000","0,000","-2,000","10,000","4,000","10,000","10,000","10,000","2,000","10,000","4,000","10,000","2,000","0,000","4,000","10,000"
"2,000","-160,000","-2,000","10,000","-4,000","10,000","6,000","-130,000","4,000","10,000","-4,000","10,000","-2,000","10,000","-4,000","10,000","2,000","20,000","4,000","10,000"
"2,000","0,000","10,000","10,000","8,000","10,000","6,000","30,000","10,000","10,000","8,000","-20,000","10,000","10,000","2,000","10,000","2,000","-40,000","4,000","10,000"
"10,000","10,000","6,000","20,000","2,000","10,000","4,000","0,000","2,000","0,000","8,000","10,000","2,000","0,000","6,000","20,000","8,000","10,000","6,000","20,000"
"4,000","10,000","4,000","-10,000","6,000","-140,000","12,000","10,000","8,000","-20,000","12,000","10,000","6,000","0,000","10,000","-70,000","10,000","0,000","6,000","0,000"
"6,000","10,000","8,000","30,000","6,000","10,000","6,000","10,000","4,000","20,000","12,000","20,000","2,000","10,000","4,000","10,000","10,000","10,000","2,000","0,000"
"12,000","10,000","6,000","-110,000","10,000","20,000","10,000","10,000","6,000","-30,000","8,000","20,000","10,000","-80,000","2,000","0,000","2,000","10,000","10,000","-30,000"
"-4,000","20,000","4,000","10,000","6,000","10,000","-2,000","0,000","0,000","10,000","10,000","10,000","4,000","10,000","2,000","10,000","10,000","0,000","-2,000","10,000"
"-4,000","-110,000","-2,000","0,000","6,000","20,000","-4,000","-100,000","2,000","30,000","4,000","20,000","-4,000","10,000","-2,000","10,000","-2,000","10,000","-2,000","-140,000"
"-6,000","10,000","-4,000","20,000","-4,000","0,000","-10,000","10,000","-12,000","0,000","-2,000","-20,000","-10,000","0,000","-8,000","10,000","0,000","-10,000","-10,000","10,000"
"-10,000","0,000","-12,000","10,000","-12,000","0,000","-12,000","-30,000","-12,000","10,000","-12,000","20,000","-14,000","10,000","-6,000","0,000","-6,000","0,000","-8,000","0,000"
"-18,000","10,000","-6,000","20,000","-12,000","-20,000","-14,000","20,000","-16,000","0,000","-14,000","-70,000","-16,000","0,000","-8,000","-10,000","-12,000","-70,000","-18,000","20,000"
"-24,000","10,000","-18,000","10,000","-22,000","20,000","-24,000","0,000","-24,000","10,000","-22,000","10,000","-22,000","10,000","-24,000","10,000","-18,000","20,000","-16,000","0,000"
"-28,000","0,000","-30,000","10,000","-26,000","-100,000","-30,000","20,000","-24,000","0,000","-20,000","-70,000","-28,000","10,000","-28,000","-30,000","-20,000","-80,000","-32,000","0,000"
"-30,000","20,000","-26,000","10,000","-24,000","10,000","-24,000","10,000","-26,000","20,000","-30,000","10,000","-32,000","10,000","-32,000","0,000","-28,000","20,000","-26,000","30,000"
"82,000","0,000","22,000","-10,000","-12,000","-110,000","92,000","10,000","10,000","-20,000","-24,000","10,000","48,000","10,000","4,000","-60,000","-16,000","0,000","78,000","0,000"
"142,000","0,000","204,000","0,000","126,000","0,000","130,000","10,000","214,000","0,000","126,000","20,000","188,000","20,000","194,000","10,000","122,000","10,000","150,000","20,000"
"58,000","10,000","-6,000","0,000","36,000","-10,000","72,000","10,000","-2,000","-20,000","66,000","20,000","8,000","-10,000","0,000","-80,000","54,000","0,000","44,000","10,000"
"420,000","0,000","322,000","0,000","246,000","20,000","428,000","10,000","336,000","10,000","174,000","20,000","376,000","20,000","348,000","10,000","200,000","20,000","422,000","0,000"
"-32,000","0,000","98,000","-10,000","288,000","10,000","-30,000","10,000","100,000","-30,000","346,000","10,000","20,000","10,000","176,000","-90,000","324,000","0,000","-24,000","10,000"
"-78,000","10,000","-80,000","0,000","-66,000","20,000","-84,000","0,000","-80,000","0,000","-62,000","10,000","-82,000","10,000","-76,000","0,000","-64,000","20,000","-76,000","10,000"
"-86,000","20,000","-88,000","-40,000","-82,000","0,000","-84,000","10,000","-80,000","-30,000","-84,000","20,000","-80,000","10,000","-84,000","-90,000","-88,000","0,000","-80,000","10,000"
"-96,000","20,000","-92,000","20,000","-86,000","10,000","-96,000","10,000","-88,000","-10,000","-86,000","20,000","-90,000","30,000","-96,000","10,000","-92,000","0,000","-90,000","20,000"
"16,000","10,000","-72,000","-20,000","-96,000","10,000","24,000","10,000","-70,000","-20,000","-98,000","0,000","-36,000","-10,000","-84,000","-90,000","-90,000","20,000","4,000","0,000"
"70,000","0,000","74,000","0,000","128,000","20,000","60,000","10,000","78,000","20,000","88,000","0,000","104,000","30,000","124,000","10,000","100,000","0,000","78,000","10,000"
"-118,000","20,000","-104,000","-20,000","-42,000","-10,000","-122,000","10,000","-92,000","-10,000","-4,000","10,000","-118,000","0,000","-72,000","-60,000","-20,000","10,000","-122,000","0,000"
"-126,000","30,000","-128,000","10,000","-128,000","0,000","-130,000","0,000","-126,000","10,000","-122,000","20,000","-130,000","0,000","-128,000","10,000","-122,000","10,000","-128,000","10,000"
"-136,000","10,000","-132,000","10,000","-126,000","-30,000","-138,000","10,000","-138,000","-20,000","-130,000","10,000","-138,000","0,000","-134,000","-60,000","-134,000","0,000","-136,000","0,000"
"-78,000","0,000","-116,000","0,000","-136,000","0,000","-72,000","20,000","-118,000","0,000","-136,000","10,000","-98,000","10,000","-120,000","10,000","-138,000","0,000","-74,000","10,000"
"-114,000","10,000","-90,000","0,000","-74,000","-100,000","-124,000","10,000","-92,000","-10,000","-64,000","10,000","-100,000","10,000","-82,000","-40,000","-70,000","10,000","-112,000","30,000"
"-170,000","0,000","-160,000","10,000","-152,000","10,000","-166,000","30,000","-162,000","30,000","-140,000","30,000","-162,000","10,000","-156,000","-10,000","-146,000","0,000","-170,000","0,000"
"-174,000","30,000","-176,000","0,000","-166,000","-100,000","-178,000","0,000","-176,000","0,000","-172,000","0,000","-180,000","0,000","-166,000","-30,000","-172,000","-40,000","-172,000","10,000"
"-176,000","20,000","-174,000","10,000","-174,000","10,000","-182,000","20,000","-180,000","0,000","-174,000","10,000","-176,000","30,000","-176,000","20,000","-178,000","10,000","-176,000","30,000"
"-184,000","20,000","-180,000","20,000","-180,000","-40,000","-186,000","20,000","-182,000","10,000","-184,000","-100,000","-182,000","10,000","-180,000","0,000","-180,000","-110,000","-192,000","0,000"
"-182,000","10,000","-194,000","10,000","-188,000","10,000","-182,000","10,000","-194,000","0,000","-192,000","10,000","-192,000","0,000","-196,000","10,000","-196,000","10,000","-184,000","10,000"
"-184,000","10,000","-182,000","0,000","-180,000","30,000","-184,000","10,000","-180,000","10,000","-186,000","0,000","-184,000","0,000","-178,000","-10,000","-186,000","0,000","-186,000","0,000"
"-188,000","0,000","-186,000","20,000","-182,000","0,000","-192,000","0,000","-194,000","0,000","-182,000","10,000","-192,000","10,000","-188,000","20,000","-192,000","0,000","-184,000","30,000"
"-180,000","10,000","-182,000","10,000","-178,000","30,000","-176,000","10,000","-176,000","10,000","-188,000","0,000","-176,000","20,000","-178,000","20,000","-182,000","10,000","-174,000","20,000"
"-178,000","10,000","-178,000","10,000","-182,000","0,000","-180,000","10,000","-182,000","0,000","-182,000","10,000","-182,000","20,000","-182,000","10,000","-182,000","10,000","-186,000","10,000"
"-178,000","10,000","-174,000","10,000","-178,000","10,000","-174,000","0,000","-182,000","0,000","-178,000","10,000","-178,000","20,000","-182,000","0,000","-182,000","0,000","-176,000","10,000"
"-176,000","10,000","-178,000","10,000","-172,000","30,000","-176,000","20,000","-176,000","10,000","-176,000","20,000","-170,000","20,000","-174,000","10,000","-174,000","10,000","-182,000","0,000"
"-172,000","10,000","-176,000","0,000","-178,000","20,000","-174,000","10,000","-172,000","10,000","-176,000","10,000","-172,000","10,000","-176,000","20,000","-180,000","0,000","-170,000","20,000"
"-172,000","-10,000","-170,000","10,000","-170,000","20,000","-176,000","0,000","-172,000","30,000","-168,000","20,000","-176,000","0,000","-170,000","0,000","-176,000","10,000","-170,000","10,000"
"-168,000","30,000","-178,000","10,000","-172,000","10,000","-168,000","10,000","-176,000","0,000","-176,000","0,000","-170,000","0,000","-176,000","20,000","-178,000","0,000","-172,000","10,000"
"-164,000","10,000","-176,000","0,000","-168,000","10,000","-172,000","10,000","-166,000","10,000","-166,000","0,000","-164,000","10,000","-170,000","0,000","-168,000","-10,000","-166,000","20,000"
"-162,000","10,000","-170,000","20,000","-172,000","0,000","-166,000","20,000","-164,000","0,000","-170,000","0,000","-166,000","10,000","-174,000","0,000","-166,000","0,000","-164,000","10,000"
"-164,000","0,000","-162,000","20,000","-164,000","30,000","-166,000","0,000","-162,000","10,000","-162,000","10,000","-162,000","20,000","-168,000","0,000","-166,000","20,000","-162,000","20,000"
"-168,000","0,000","-168,000","10,000","-166,000","10,000","-164,000","30,000","-164,000","30,000","-168,000","0,000","-160,000","10,000","-160,000","20,000","-166,000","0,000","-162,000","30,000"
"-158,000","20,000","-164,000","0,000","-160,000","0,000","-158,000","10,000","-164,000","0,000","-170,000","0,000","-160,000","30,000","-166,000","0,000","-168,000","10,000","-156,000","20,000"
"-158,000","0,000","-158,000","30,000","-164,000","0,000","-164,000","10,000","-158,000","0,000","-158,000","20,000","-160,000","10,000","-162,000","10,000","-162,000","10,000","-158,000","0,000"
"-158,000","20,000","-156,000","10,000","-164,000","0,000","-156,000","-10,000","-158,000","30,000","-160,000","20,000","-156,000","30,000","-158,000","20,000","-164,000","10,000","-160,000","-10,000"
"-156,000","20,000","-156,000","20,000","-160,000","0,000","-152,000","10,000","-156,000","30,000","-154,000","10,000","-160,000","10,000","-156,000","10,000","-156,000","10,000","-154,000","10,000"
